step,reward
15,15.0
43,28.0
66,23.0
108,42.0
136,28.0
147,11.0
167,20.0
180,13.0
198,18.0
210,12.0
236,26.0
246,10.0
275,29.0
302,27.0
320,18.0
371,51.0
390,19.0
411,21.0
432,21.0
455,23.0
470,15.0
485,15.0
510,25.0
520,10.0
549,29.0
573,24.0
594,21.0
607,13.0
629,22.0
641,12.0
654,13.0
665,11.0
726,61.0
765,39.0
793,28.0
807,14.0
839,32.0
860,21.0
878,18.0
919,41.0
970,51.0
1016,46.0
1067,51.0
1092,25.0
1114,22.0
1151,37.0
1201,50.0
1229,28.0
1262,33.0
1282,20.0
1373,91.0
1409,36.0
1454,45.0
1499,45.0
1576,77.0
1645,69.0
1764,119.0
1860,96.0
1955,95.0
2131,176.0
2194,63.0
2321,127.0
2398,77.0
2484,86.0
2597,113.0
2687,90.0
2770,83.0
2837,67.0
2920,83.0
3026,106.0
3116,90.0
3453,337.0
3615,162.0
3683,68.0
3752,69.0
3859,107.0
3937,78.0
4024,87.0
4135,111.0
4245,110.0
4329,84.0
4414,85.0
4512,98.0
4639,127.0
4828,189.0
4927,99.0
5002,75.0
5079,77.0
5338,259.0
5838,500.0
6210,372.0
6586,376.0
6929,343.0
7243,314.0
7560,317.0
8060,500.0
8375,315.0
8875,500.0
9123,248.0
9521,398.0
9962,441.0
10391,429.0
10816,425.0
11117,301.0
11401,284.0
11695,294.0
12094,399.0
12352,258.0
12609,257.0
12840,231.0
13066,226.0
13290,224.0
13512,222.0
13759,247.0
14089,330.0
14577,488.0
14588,11.0
14596,8.0
14605,9.0
14615,10.0
14624,9.0
14634,10.0
14644,10.0
14653,9.0
14661,8.0
14672,11.0
14681,9.0
14690,9.0
14700,10.0
14710,10.0
14723,13.0
14740,17.0
14753,13.0
14763,10.0
14774,11.0
14785,11.0
14794,9.0
14803,9.0
14812,9.0
14820,8.0
14831,11.0
14842,11.0
14852,10.0
14861,9.0
14870,9.0
14879,9.0
14888,9.0
14898,10.0
14907,9.0
14917,10.0
14925,8.0
14935,10.0
14945,10.0
14955,10.0
14965,10.0
14975,10.0
14986,11.0
14995,9.0
15004,9.0
15014,10.0
15023,9.0
15367,344.0
15490,123.0
15626,136.0
15764,138.0
16264,500.0
16516,252.0
16779,263.0
17035,256.0
17299,264.0
17547,248.0
17865,318.0
18173,308.0
18434,261.0
18731,297.0
19039,308.0
19369,330.0
19707,338.0
20048,341.0
20548,500.0
21048,500.0
21144,96.0
21644,500.0
22144,500.0
22644,500.0
23144,500.0
23644,500.0
24144,500.0
24644,500.0
25144,500.0
25644,500.0
26113,469.0
26613,500.0
27112,499.0
27405,293.0
27414,9.0
27426,12.0
27435,9.0
27445,10.0
27453,8.0
27462,9.0
27470,8.0
27479,9.0
27489,10.0
27498,9.0
27507,9.0
27523,16.0
27540,17.0
27550,10.0
27560,10.0
27570,10.0
27579,9.0
27588,9.0
27596,8.0
27607,11.0
27615,8.0
27624,9.0
27633,9.0
27643,10.0
27671,28.0
27727,56.0
27790,63.0
27851,61.0
27920,69.0
28050,130.0
28430,380.0
28845,415.0
29274,429.0
29725,451.0
30225,500.0
30725,500.0
31225,500.0
31725,500.0
32225,500.0
32725,500.0
33225,500.0
33725,500.0
34225,500.0
34725,500.0
35225,500.0
35725,500.0
36225,500.0
36725,500.0
37225,500.0
37436,211.0
37808,372.0
38102,294.0
38453,351.0
38758,305.0
39060,302.0
39501,441.0
39747,246.0
39974,227.0
40304,330.0
40617,313.0
40702,85.0
40711,9.0
41034,323.0
41347,313.0
41617,270.0
42072,455.0
42345,273.0
42845,500.0
43066,221.0
43410,344.0
43818,408.0
43828,10.0
43840,12.0
43850,10.0
43858,8.0
