step,reward
14,14.0
27,13.0
57,30.0
94,37.0
111,17.0
150,39.0
168,18.0
192,24.0
219,27.0
230,11.0
253,23.0
273,20.0
294,21.0
310,16.0
326,16.0
342,16.0
369,27.0
382,13.0
406,24.0
427,21.0
439,12.0
463,24.0
477,14.0
509,32.0
521,12.0
546,25.0
560,14.0
576,16.0
599,23.0
626,27.0
702,76.0
744,42.0
767,23.0
823,56.0
879,56.0
913,34.0
958,45.0
1006,48.0
1087,81.0
1119,32.0
1139,20.0
1173,34.0
1203,30.0
1266,63.0
1277,11.0
1337,60.0
1392,55.0
1487,95.0
1602,115.0
1771,169.0
1935,164.0
1982,47.0
2048,66.0
2152,104.0
2276,124.0
2418,142.0
2560,142.0
2677,117.0
2835,158.0
2957,122.0
3085,128.0
3213,128.0
3520,307.0
3657,137.0
4003,346.0
4319,316.0
4596,277.0
4884,288.0
5072,188.0
5290,218.0
5559,269.0
5761,202.0
5925,164.0
6131,206.0
6306,175.0
6505,199.0
6744,239.0
7030,286.0
7203,173.0
7424,221.0
7629,205.0
7819,190.0
8103,284.0
8319,216.0
8528,209.0
8739,211.0
8972,233.0
9201,229.0
9433,232.0
9743,310.0
9931,188.0
10091,160.0
10292,201.0
10476,184.0
10606,130.0
10766,160.0
10882,116.0
11068,186.0
11191,123.0
11366,175.0
11541,175.0
11748,207.0
11941,193.0
12100,159.0
12109,9.0
12119,10.0
12128,9.0
12136,8.0
12144,8.0
12153,9.0
12161,8.0
12174,13.0
12183,9.0
12191,8.0
12201,10.0
12211,10.0
12221,10.0
12229,8.0
12238,9.0
12248,10.0
12261,13.0
12271,10.0
12281,10.0
12289,8.0
12298,9.0
12307,9.0
12316,9.0
12325,9.0
12334,9.0
12344,10.0
12353,9.0
12362,9.0
12370,8.0
12379,9.0
12387,8.0
12403,16.0
12412,9.0
12422,10.0
12432,10.0
12442,10.0
12452,10.0
12462,10.0
12472,10.0
12481,9.0
12490,9.0
12500,10.0
12510,10.0
12519,9.0
12529,10.0
12540,11.0
12549,9.0
12559,10.0
12568,9.0
12577,9.0
12587,10.0
12598,11.0
12607,9.0
12617,10.0
12628,11.0
12638,10.0
12648,10.0
12657,9.0
12666,9.0
12675,9.0
12684,9.0
12693,9.0
12702,9.0
12711,9.0
12721,10.0
12730,9.0
12740,10.0
12748,8.0
12758,10.0
12768,10.0
12778,10.0
12786,8.0
12797,11.0
12807,10.0
12816,9.0
12828,12.0
12837,9.0
12849,12.0
12858,9.0
12870,12.0
12881,11.0
12893,12.0
12908,15.0
12927,19.0
12955,28.0
12999,44.0
13031,32.0
13087,56.0
13152,65.0
13235,83.0
13340,105.0
13492,152.0
13565,73.0
13660,95.0
13747,87.0
13987,240.0
14085,98.0
14228,143.0
14356,128.0
14539,183.0
14764,225.0
14842,78.0
14983,141.0
15144,161.0
15234,90.0
15424,190.0
15587,163.0
15804,217.0
15954,150.0
16112,158.0
16290,178.0
16537,247.0
16922,385.0
17303,381.0
17675,372.0
17947,272.0
18151,204.0
18347,196.0
18596,249.0
18809,213.0
19030,221.0
19238,208.0
19463,225.0
19644,181.0
19811,167.0
19979,168.0
20152,173.0
20321,169.0
20461,140.0
20643,182.0
20816,173.0
21009,193.0
21219,210.0
21452,233.0
21952,500.0
22452,500.0
22952,500.0
23214,262.0
23463,249.0
23963,500.0
24248,285.0
24502,254.0
24792,290.0
25035,243.0
25295,260.0
25508,213.0
25744,236.0
25964,220.0
26274,310.0
26774,500.0
27017,243.0
27270,253.0
27770,500.0
28116,346.0
28616,500.0
29116,500.0
29616,500.0
30116,500.0
30528,412.0
30660,132.0
30832,172.0
30841,9.0
30850,9.0
30861,11.0
30870,9.0
30879,9.0
31130,251.0
31139,9.0
31149,10.0
31157,8.0
31167,10.0
31177,10.0
31186,9.0
31196,10.0
31206,10.0
31214,8.0
31224,10.0
31265,41.0
31274,9.0
31283,9.0
31292,9.0
31301,9.0
31312,11.0
31322,10.0
31332,10.0
31448,116.0
31948,500.0
32448,500.0
32893,445.0
33393,500.0
33893,500.0
34393,500.0
34893,500.0
35393,500.0
35893,500.0
36393,500.0
36893,500.0
37354,461.0
37854,500.0
38354,500.0
38854,500.0
39018,164.0
39516,498.0
40016,500.0
40390,374.0
40890,500.0
41390,500.0
41766,376.0
41811,45.0
41850,39.0
41903,53.0
42140,237.0
42259,119.0
42270,11.0
42280,10.0
42289,9.0
42298,9.0
42306,8.0
42316,10.0
42325,9.0
42339,14.0
42349,10.0
42358,9.0
42386,28.0
42397,11.0
42406,9.0
42415,9.0
42425,10.0
42434,9.0
42446,12.0
42454,8.0
42463,9.0
42473,10.0
42483,10.0
42491,8.0
42502,11.0
42646,144.0
43146,500.0
43646,500.0
44146,500.0
44646,500.0
45146,500.0
45646,500.0
46146,500.0
46646,500.0
47146,500.0
47646,500.0
48146,500.0
48646,500.0
49146,500.0
49646,500.0
50146,500.0
50646,500.0
51146,500.0
51646,500.0
52146,500.0
52646,500.0
53146,500.0
53646,500.0
53951,305.0
54229,278.0
54238,9.0
54247,9.0
54257,10.0
54300,43.0
54526,226.0
54702,176.0
54894,192.0
55096,202.0
55350,254.0
55519,169.0
55948,429.0
55957,9.0
55971,14.0
55980,9.0
56027,47.0
56527,500.0
57027,500.0
57527,500.0
58027,500.0
58527,500.0
59027,500.0
59527,500.0
60027,500.0
60527,500.0
61027,500.0
61527,500.0
62027,500.0
62527,500.0
63027,500.0
63527,500.0
64027,500.0
64527,500.0
65027,500.0
65527,500.0
66027,500.0
66527,500.0
67022,495.0
67522,500.0
68022,500.0
68522,500.0
68546,24.0
69046,500.0
69546,500.0
70046,500.0
70372,326.0
70639,267.0
70882,243.0
71111,229.0
71317,206.0
71512,195.0
71559,47.0
71570,11.0
71579,9.0
71588,9.0
71596,8.0
71606,10.0
71614,8.0
71624,10.0
71634,10.0
71642,8.0
71651,9.0
71660,9.0
71669,9.0
71679,10.0
71689,10.0
71698,9.0
71706,8.0
71714,8.0
71724,10.0
71732,8.0
71742,10.0
71752,10.0
71762,10.0
71772,10.0
71782,10.0
71792,10.0
71804,12.0
71814,10.0
71826,12.0
71834,8.0
71844,10.0
71853,9.0
71862,9.0
71870,8.0
71881,11.0
71894,13.0
71926,32.0
71935,9.0
71946,11.0
71955,9.0
71963,8.0
71974,11.0
71985,11.0
71997,12.0
72006,9.0
72016,10.0
72024,8.0
72034,10.0
72044,10.0
72052,8.0
72062,10.0
72071,9.0
72081,10.0
72090,9.0
72100,10.0
72110,10.0
72119,9.0
72128,9.0
72137,9.0
72147,10.0
72156,9.0
72164,8.0
72173,9.0
72181,8.0
72191,10.0
72199,8.0
72207,8.0
72217,10.0
72228,11.0
72237,9.0
72247,10.0
72258,11.0
72268,10.0
72277,9.0
72289,12.0
72298,9.0
72307,9.0
72317,10.0
72328,11.0
72337,9.0
72346,9.0
72355,9.0
72365,10.0
72375,10.0
72385,10.0
72393,8.0
72403,10.0
72414,11.0
72423,9.0
72431,8.0
72442,11.0
72451,9.0
72461,10.0
72469,8.0
72478,9.0
72487,9.0
72496,9.0
72506,10.0
72516,10.0
72528,12.0
72537,9.0
72558,21.0
72664,106.0
72786,122.0
73027,241.0
73427,400.0
73927,500.0
74427,500.0
74597,170.0
74739,142.0
74871,132.0
75008,137.0
75127,119.0
75247,120.0
75363,116.0
75480,117.0
75589,109.0
75700,111.0
75797,97.0
75901,104.0
76003,102.0
76106,103.0
76207,101.0
76306,99.0
76415,109.0
76521,106.0
76619,98.0
76721,102.0
76826,105.0
76935,109.0
77036,101.0
77140,104.0
77246,106.0
77357,111.0
77470,113.0
77594,124.0
77828,234.0
78328,500.0
78828,500.0
79328,500.0
79828,500.0
80225,397.0
80341,116.0
80460,119.0
80519,59.0
80571,52.0
80604,33.0
80646,42.0
80690,44.0
80769,79.0
80823,54.0
80846,23.0
80875,29.0
80902,27.0
80945,43.0
80991,46.0
81048,57.0
81074,26.0
81099,25.0
81124,25.0
81167,43.0
81234,67.0
81330,96.0
81354,24.0
81388,34.0
81413,25.0
81589,176.0
81624,35.0
81648,24.0
81666,18.0
81688,22.0
81710,22.0
81727,17.0
81749,22.0
81766,17.0
81820,54.0
81843,23.0
81877,34.0
81891,14.0
81902,11.0
81911,9.0
81921,10.0
81931,10.0
81940,9.0
81949,9.0
81957,8.0
81967,10.0
81976,9.0
81985,9.0
81995,10.0
82013,18.0
82023,10.0
82033,10.0
82042,9.0
82054,12.0
82075,21.0
82113,38.0
82186,73.0
82235,49.0
82278,43.0
82322,44.0
82422,100.0
82534,112.0
82750,216.0
83143,393.0
83335,192.0
83559,224.0
83992,433.0
84143,151.0
84263,120.0
84480,217.0
84624,144.0
85005,381.0
85350,345.0
85459,109.0
85561,102.0
85802,241.0
85910,108.0
86152,242.0
86282,130.0
86533,251.0
86775,242.0
87163,388.0
87663,500.0
87949,286.0
88449,500.0
88679,230.0
88896,217.0
89125,229.0
89625,500.0
89753,128.0
90096,343.0
90596,500.0
91096,500.0
91162,66.0
91174,12.0
91184,10.0
91237,53.0
91255,18.0
91361,106.0
91472,111.0
91733,261.0
92233,500.0
92733,500.0
93233,500.0
93276,43.0
93286,10.0
93294,8.0
93302,8.0
93311,9.0
93319,8.0
93330,11.0
93447,117.0
93466,19.0
93491,25.0
93512,21.0
93528,16.0
93548,20.0
93568,20.0
93588,20.0
93604,16.0
93624,20.0
93649,25.0
93666,17.0
93697,31.0
93714,17.0
93735,21.0
93757,22.0
93778,21.0
93808,30.0
93831,23.0
93866,35.0
93890,24.0
93929,39.0
93964,35.0
93994,30.0
94037,43.0
94088,51.0
94148,60.0
94206,58.0
94318,112.0
94436,118.0
94566,130.0
94684,118.0
94823,139.0
94977,154.0
95477,500.0
95977,500.0
96477,500.0
96977,500.0
97477,500.0
97977,500.0
98477,500.0
98977,500.0
99477,500.0
99977,500.0
100477,500.0
100977,500.0
101477,500.0
101977,500.0
102195,218.0
102211,16.0
102711,500.0
103211,500.0
103711,500.0
104211,500.0
104324,113.0
104433,109.0
104933,500.0
105433,500.0
105933,500.0
106433,500.0
106933,500.0
107433,500.0
107933,500.0
108078,145.0
108088,10.0
108096,8.0
108107,11.0
108117,10.0
108127,10.0
108137,10.0
108146,9.0
108156,10.0
108166,10.0
108176,10.0
108185,9.0
108195,10.0
108204,9.0
108215,11.0
108224,9.0
108234,10.0
108244,10.0
108254,10.0
108263,9.0
108272,9.0
108281,9.0
108291,10.0
108300,9.0
108309,9.0
108319,10.0
108366,47.0
108376,10.0
108386,10.0
108396,10.0
108406,10.0
108415,9.0
108426,11.0
108435,9.0
108444,9.0
108453,9.0
108462,9.0
108470,8.0
108479,9.0
108489,10.0
108498,9.0
108508,10.0
108518,10.0
108528,10.0
108536,8.0
108544,8.0
108557,13.0
108568,11.0
108576,8.0
108586,10.0
108596,10.0
108605,9.0
108617,12.0
108629,12.0
108639,10.0
