step,reward
28,28.0
44,16.0
62,18.0
72,10.0
85,13.0
98,13.0
118,20.0
146,28.0
160,14.0
180,20.0
201,21.0
230,29.0
252,22.0
281,29.0
293,12.0
308,15.0
324,16.0
336,12.0
380,44.0
390,10.0
412,22.0
428,16.0
439,11.0
459,20.0
472,13.0
490,18.0
520,30.0
541,21.0
558,17.0
580,22.0
596,16.0
613,17.0
625,12.0
635,10.0
662,27.0
672,10.0
684,12.0
699,15.0
710,11.0
721,11.0
738,17.0
752,14.0
763,11.0
776,13.0
800,24.0
809,9.0
823,14.0
834,11.0
852,18.0
862,10.0
877,15.0
891,14.0
905,14.0
919,14.0
930,11.0
950,20.0
965,15.0
985,20.0
1000,15.0
1013,13.0
1024,11.0
1033,9.0
1044,11.0
1065,21.0
1076,11.0
1094,18.0
1109,15.0
1129,20.0
1159,30.0
1176,17.0
1189,13.0
1203,14.0
1217,14.0
1227,10.0
1240,13.0
1249,9.0
1264,15.0
1272,8.0
1289,17.0
1299,10.0
1313,14.0
1328,15.0
1336,8.0
1346,10.0
1361,15.0
1371,10.0
1379,8.0
1388,9.0
1404,16.0
1423,19.0
1454,31.0
1462,8.0
1472,10.0
1481,9.0
1491,10.0
1508,17.0
1519,11.0
1531,12.0
1542,11.0
1556,14.0
1567,11.0
1575,8.0
1588,13.0
1597,9.0
1613,16.0
1625,12.0
1638,13.0
1655,17.0
1667,12.0
1680,13.0
1689,9.0
1703,14.0
1713,10.0
1722,9.0
1731,9.0
1742,11.0
1756,14.0
1765,9.0
1775,10.0
1783,8.0
1796,13.0
1810,14.0
1823,13.0
1836,13.0
1850,14.0
1863,13.0
1876,13.0
1886,10.0
1900,14.0
1914,14.0
1935,21.0
2041,106.0
2074,33.0
2097,23.0
2162,65.0
2204,42.0
2264,60.0
2310,46.0
2370,60.0
2414,44.0
2469,55.0
2527,58.0
2569,42.0
2614,45.0
2647,33.0
2666,19.0
2688,22.0
2729,41.0
2763,34.0
2824,61.0
2880,56.0
2891,11.0
2906,15.0
2934,28.0
2977,43.0
3009,32.0
3062,53.0
3113,51.0
3197,84.0
3234,37.0
3280,46.0
3311,31.0
3356,45.0
3399,43.0
3437,38.0
3528,91.0
3623,95.0
3649,26.0
3854,205.0
3891,37.0
3913,22.0
4061,148.0
4111,50.0
4165,54.0
4196,31.0
4242,46.0
4350,108.0
4374,24.0
4391,17.0
4409,18.0
4437,28.0
4467,30.0
4482,15.0
4495,13.0
4518,23.0
4547,29.0
4588,41.0
4669,81.0
4707,38.0
4762,55.0
4829,67.0
4849,20.0
4862,13.0
4876,14.0
4946,70.0
4984,38.0
5013,29.0
5062,49.0
5119,57.0
5152,33.0
5204,52.0
5300,96.0
5370,70.0
5451,81.0
5480,29.0
5533,53.0
5591,58.0
5630,39.0
5668,38.0
5716,48.0
5791,75.0
5850,59.0
5929,79.0
6004,75.0
6042,38.0
6070,28.0
6096,26.0
6257,161.0
6322,65.0
6360,38.0
6409,49.0
6425,16.0
6451,26.0
6490,39.0
6562,72.0
6627,65.0
6706,79.0
6748,42.0
6793,45.0
6825,32.0
6876,51.0
6903,27.0
6934,31.0
6964,30.0
6985,21.0
7012,27.0
7037,25.0
7118,81.0
7137,19.0
7163,26.0
7197,34.0
7253,56.0
7283,30.0
7334,51.0
7372,38.0
7416,44.0
7461,45.0
7513,52.0
7557,44.0
7593,36.0
7639,46.0
7681,42.0
7728,47.0
7807,79.0
7898,91.0
7933,35.0
7962,29.0
8079,117.0
8146,67.0
8213,67.0
8303,90.0
8394,91.0
8450,56.0
8512,62.0
8569,57.0
8648,79.0
8744,96.0
8821,77.0
8919,98.0
8978,59.0
9053,75.0
9119,66.0
9198,79.0
9230,32.0
9307,77.0
9348,41.0
9371,23.0
9416,45.0
9460,44.0
9527,67.0
9644,117.0
9711,67.0
9758,47.0
9793,35.0
9815,22.0
9897,82.0
9976,79.0
10047,71.0
10112,65.0
10176,64.0
10316,140.0
10347,31.0
10440,93.0
10523,83.0
10654,131.0
10897,243.0
10975,78.0
11028,53.0
11170,142.0
11240,70.0
11347,107.0
11491,144.0
11738,247.0
11850,112.0
12105,255.0
12341,236.0
12525,184.0
12686,161.0
12862,176.0
13053,191.0
13270,217.0
13554,284.0
13851,297.0
14063,212.0
14365,302.0
14523,158.0
14815,292.0
14970,155.0
15122,152.0
15376,254.0
15710,334.0
15953,243.0
16453,500.0
16953,500.0
17453,500.0
17953,500.0
18381,428.0
18563,182.0
18573,10.0
18583,10.0
18592,9.0
18602,10.0
18612,10.0
18623,11.0
18633,10.0
18642,9.0
18651,9.0
18660,9.0
18668,8.0
18677,9.0
18685,8.0
18693,8.0
18703,10.0
18712,9.0
18723,11.0
18733,10.0
18743,10.0
18754,11.0
18764,10.0
18774,10.0
18784,10.0
18800,16.0
18809,9.0
18819,10.0
18829,10.0
18838,9.0
18848,10.0
18858,10.0
18867,9.0
18876,9.0
18886,10.0
18895,9.0
18905,10.0
18916,11.0
18924,8.0
18934,10.0
18944,10.0
18954,10.0
18964,10.0
18974,10.0
18985,11.0
18994,9.0
19004,10.0
19013,9.0
19022,9.0
19032,10.0
19042,10.0
19051,9.0
19061,10.0
19071,10.0
19081,10.0
19090,9.0
19099,9.0
19109,10.0
19117,8.0
19127,10.0
19137,10.0
19147,10.0
19160,13.0
19170,10.0
19180,10.0
19189,9.0
19200,11.0
19210,10.0
19219,9.0
19229,10.0
19239,10.0
19248,9.0
19258,10.0
19268,10.0
19278,10.0
19288,10.0
19297,9.0
19306,9.0
19316,10.0
19326,10.0
19336,10.0
19344,8.0
19354,10.0
19362,8.0
19372,10.0
19383,11.0
19392,9.0
19402,10.0
19411,9.0
19419,8.0
19428,9.0
19436,8.0
19446,10.0
19455,9.0
19466,11.0
19475,9.0
19486,11.0
19498,12.0
19511,13.0
19520,9.0
19529,9.0
19537,8.0
19548,11.0
19558,10.0
19568,10.0
19578,10.0
19587,9.0
19596,9.0
19604,8.0
19612,8.0
19622,10.0
19631,9.0
19642,11.0
19652,10.0
19661,9.0
19671,10.0
19681,10.0
19689,8.0
19701,12.0
19711,10.0
19721,10.0
19730,9.0
19739,9.0
19749,10.0
19759,10.0
19768,9.0
19776,8.0
19784,8.0
19795,11.0
19804,9.0
19815,11.0
19826,11.0
19835,9.0
19845,10.0
19855,10.0
19866,11.0
19875,9.0
19883,8.0
19891,8.0
19900,9.0
19909,9.0
19919,10.0
19931,12.0
19941,10.0
19950,9.0
19960,10.0
19970,10.0
19979,9.0
19987,8.0
19997,10.0
20006,9.0
20015,9.0
20025,10.0
20035,10.0
20045,10.0
20054,9.0
20062,8.0
20072,10.0
20081,9.0
20091,10.0
20101,10.0
20109,8.0
20120,11.0
20130,10.0
20139,9.0
20147,8.0
20158,11.0
20168,10.0
20178,10.0
20186,8.0
20195,9.0
20205,10.0
20215,10.0
20225,10.0
20240,15.0
20250,10.0
20260,10.0
20269,9.0
20278,9.0
20288,10.0
20297,9.0
20307,10.0
20317,10.0
20327,10.0
20337,10.0
20347,10.0
20355,8.0
20364,9.0
20376,12.0
20385,9.0
20394,9.0
20403,9.0
20412,9.0
20420,8.0
20430,10.0
20440,10.0
20449,9.0
20459,10.0
20468,9.0
20478,10.0
20487,9.0
20497,10.0
20508,11.0
20516,8.0
20526,10.0
20535,9.0
20545,10.0
20555,10.0
20565,10.0
20576,11.0
20585,9.0
20595,10.0
20605,10.0
20614,9.0
20622,8.0
20632,10.0
20643,11.0
20652,9.0
20661,9.0
20669,8.0
20679,10.0
20688,9.0
20697,9.0
20706,9.0
20716,10.0
20726,10.0
20736,10.0
20748,12.0
20757,9.0
20768,11.0
20777,9.0
20785,8.0
20795,10.0
20806,11.0
20816,10.0
20825,9.0
20840,15.0
20928,88.0
20979,51.0
21003,24.0
21018,15.0
21033,15.0
21047,14.0
21065,18.0
21087,22.0
21102,15.0
21114,12.0
21124,10.0
21134,10.0
21143,9.0
21153,10.0
21163,10.0
21172,9.0
21182,10.0
21190,8.0
21200,10.0
21209,9.0
21219,10.0
21229,10.0
21239,10.0
21249,10.0
21258,9.0
21266,8.0
21276,10.0
21287,11.0
21306,19.0
21323,17.0
21339,16.0
21349,10.0
21359,10.0
21369,10.0
21379,10.0
21387,8.0
21397,10.0
21406,9.0
21415,9.0
21424,9.0
21433,9.0
21443,10.0
21452,9.0
21461,9.0
21471,10.0
21480,9.0
21490,10.0
21499,9.0
21508,9.0
21518,10.0
21527,9.0
21535,8.0
21544,9.0
21552,8.0
21561,9.0
21570,9.0
21579,9.0
21588,9.0
21599,11.0
21609,10.0
21620,11.0
21630,10.0
21639,9.0
21649,10.0
21660,11.0
21669,9.0
21678,9.0
21688,10.0
21698,10.0
21708,10.0
21717,9.0
21727,10.0
21737,10.0
21746,9.0
21756,10.0
21765,9.0
21775,10.0
21785,10.0
21795,10.0
21807,12.0
21817,10.0
21826,9.0
21835,9.0
21844,9.0
21855,11.0
21865,10.0
21875,10.0
21883,8.0
21892,9.0
21902,10.0
21911,9.0
21922,11.0
21931,9.0
21940,9.0
21949,9.0
21960,11.0
21969,9.0
21977,8.0
21987,10.0
21996,9.0
22005,9.0
22014,9.0
22024,10.0
22034,10.0
22044,10.0
22053,9.0
22062,9.0
22071,9.0
22079,8.0
22088,9.0
22098,10.0
22108,10.0
22117,9.0
22126,9.0
22135,9.0
22145,10.0
22154,9.0
22164,10.0
22172,8.0
22182,10.0
22193,11.0
22203,10.0
22213,10.0
22222,9.0
22232,10.0
22241,9.0
22250,9.0
22260,10.0
22270,10.0
22280,10.0
22290,10.0
22300,10.0
22310,10.0
22319,9.0
22329,10.0
22341,12.0
22350,9.0
22360,10.0
22373,13.0
22382,9.0
22391,9.0
22399,8.0
22409,10.0
22418,9.0
22427,9.0
22435,8.0
22443,8.0
22453,10.0
22462,9.0
22472,10.0
22480,8.0
22490,10.0
22500,10.0
22509,9.0
22518,9.0
22528,10.0
22538,10.0
22548,10.0
22557,9.0
22566,9.0
22575,9.0
22585,10.0
22595,10.0
22605,10.0
22614,9.0
22624,10.0
22633,9.0
22642,9.0
22652,10.0
22661,9.0
22669,8.0
22678,9.0
22687,9.0
22697,10.0
22707,10.0
22717,10.0
22726,9.0
22736,10.0
22749,13.0
22758,9.0
22768,10.0
22778,10.0
22788,10.0
22797,9.0
22809,12.0
22819,10.0
22829,10.0
22838,9.0
22848,10.0
22860,12.0
22869,9.0
22879,10.0
22888,9.0
22898,10.0
22909,11.0
22917,8.0
22927,10.0
22938,11.0
22949,11.0
22959,10.0
22971,12.0
22980,9.0
22989,9.0
22999,10.0
23010,11.0
23020,10.0
23031,11.0
23040,9.0
23049,9.0
23058,9.0
23067,9.0
23076,9.0
23085,9.0
23094,9.0
23104,10.0
23114,10.0
23126,12.0
23135,9.0
23144,9.0
23153,9.0
23164,11.0
23174,10.0
23182,8.0
23191,9.0
23199,8.0
23208,9.0
23220,12.0
23229,9.0
23237,8.0
23245,8.0
23254,9.0
23263,9.0
23274,11.0
23285,11.0
23294,9.0
23303,9.0
23313,10.0
23323,10.0
23331,8.0
23340,9.0
23350,10.0
23360,10.0
23370,10.0
23379,9.0
23389,10.0
23397,8.0
23405,8.0
23414,9.0
23423,9.0
23433,10.0
23443,10.0
23453,10.0
23461,8.0
23471,10.0
23480,9.0
23488,8.0
23497,9.0
23506,9.0
23516,10.0
23526,10.0
23536,10.0
23547,11.0
23559,12.0
23570,11.0
23578,8.0
23587,9.0
23597,10.0
23608,11.0
23619,11.0
23628,9.0
23637,9.0
23646,9.0
23655,9.0
23665,10.0
23675,10.0
23685,10.0
23694,9.0
23704,10.0
23714,10.0
23729,15.0
23737,8.0
23746,9.0
23756,10.0
23765,9.0
23774,9.0
23785,11.0
23795,10.0
23804,9.0
23814,10.0
23825,11.0
23835,10.0
23846,11.0
23855,9.0
23866,11.0
23879,13.0
23888,9.0
23898,10.0
23908,10.0
23918,10.0
23928,10.0
23938,10.0
23949,11.0
23962,13.0
23971,9.0
23981,10.0
23992,11.0
24003,11.0
24012,9.0
24023,11.0
24033,10.0
24042,9.0
24050,8.0
24059,9.0
24068,9.0
24078,10.0
24087,9.0
24097,10.0
24106,9.0
24117,11.0
24127,10.0
24137,10.0
24146,9.0
24156,10.0
24167,11.0
24175,8.0
24187,12.0
24197,10.0
24207,10.0
24216,9.0
24224,8.0
24237,13.0
24248,11.0
24260,12.0
24270,10.0
24281,11.0
24291,10.0
24300,9.0
24309,9.0
24319,10.0
24328,9.0
24337,9.0
24347,10.0
24356,9.0
24368,12.0
24379,11.0
24391,12.0
24405,14.0
