step,reward
29,29.0
57,28.0
73,16.0
92,19.0
108,16.0
130,22.0
145,15.0
166,21.0
181,15.0
199,18.0
218,19.0
238,20.0
257,19.0
273,16.0
320,47.0
364,44.0
376,12.0
393,17.0
402,9.0
455,53.0
472,17.0
498,26.0
559,61.0
624,65.0
638,14.0
700,62.0
717,17.0
731,14.0
744,13.0
755,11.0
781,26.0
797,16.0
806,9.0
828,22.0
838,10.0
854,16.0
878,24.0
898,20.0
920,22.0
937,17.0
946,9.0
962,16.0
980,18.0
994,14.0
1013,19.0
1027,14.0
1054,27.0
1069,15.0
1081,12.0
1123,42.0
1138,15.0
1152,14.0
1196,44.0
1206,10.0
1221,15.0
1237,16.0
1254,17.0
1286,32.0
1317,31.0
1329,12.0
1351,22.0
1371,20.0
1392,21.0
1407,15.0
1429,22.0
1440,11.0
1456,16.0
1466,10.0
1482,16.0
1502,20.0
1513,11.0
1539,26.0
1550,11.0
1574,24.0
1590,16.0
1630,40.0
1642,12.0
1656,14.0
1677,21.0
1706,29.0
1741,35.0
1766,25.0
1776,10.0
1801,25.0
1816,15.0
1834,18.0
1849,15.0
1872,23.0
1891,19.0
1923,32.0
1934,11.0
1947,13.0
1959,12.0
1970,11.0
1986,16.0
1999,13.0
2020,21.0
2052,32.0
2066,14.0
2116,50.0
2244,128.0
2363,119.0
2387,24.0
2410,23.0
2469,59.0
2484,15.0
2605,121.0
2639,34.0
2678,39.0
2708,30.0
2720,12.0
2812,92.0
2855,43.0
2884,29.0
2912,28.0
2930,18.0
2998,68.0
3025,27.0
3110,85.0
3196,86.0
3267,71.0
3301,34.0
3403,102.0
3489,86.0
3604,115.0
3648,44.0
3716,68.0
3811,95.0
3872,61.0
3916,44.0
3946,30.0
4018,72.0
4145,127.0
4408,263.0
4646,238.0
4775,129.0
4913,138.0
5010,97.0
5150,140.0
5303,153.0
5570,267.0
5738,168.0
5909,171.0
6054,145.0
6216,162.0
6467,251.0
6643,176.0
6800,157.0
6974,174.0
7132,158.0
7261,129.0
7484,223.0
7645,161.0
7841,196.0
8018,177.0
8202,184.0
8381,179.0
8554,173.0
8878,324.0
9089,211.0
9250,161.0
9490,240.0
9735,245.0
10171,436.0
10517,346.0
10935,418.0
11435,500.0
11678,243.0
11841,163.0
11984,143.0
12215,231.0
12363,148.0
12626,263.0
12743,117.0
12916,173.0
13068,152.0
13352,284.0
13588,236.0
13817,229.0
14195,378.0
14458,263.0
14654,196.0
14967,313.0
15220,253.0
15405,185.0
15649,244.0
15832,183.0
15974,142.0
16360,386.0
16487,127.0
16610,123.0
16781,171.0
16911,130.0
17112,201.0
17244,132.0
17390,146.0
17502,112.0
17621,119.0
17740,119.0
17855,115.0
18006,151.0
18044,38.0
18181,137.0
18521,340.0
18711,190.0
18983,272.0
19118,135.0
19517,399.0
19709,192.0
20064,355.0
20212,148.0
20338,126.0
20531,193.0
20745,214.0
21227,482.0
21453,226.0
21672,219.0
21944,272.0
22153,209.0
22389,236.0
22604,215.0
22799,195.0
22989,190.0
23210,221.0
23471,261.0
23673,202.0
23915,242.0
24217,302.0
24540,323.0
24834,294.0
24984,150.0
25175,191.0
25477,302.0
25731,254.0
25969,238.0
26153,184.0
26415,262.0
26705,290.0
27104,399.0
27266,162.0
27463,197.0
27658,195.0
27817,159.0
27975,158.0
28141,166.0
28279,138.0
28463,184.0
28638,175.0
28777,139.0
28925,148.0
29073,148.0
29256,183.0
29401,145.0
29582,181.0
29785,203.0
29992,207.0
30168,176.0
30321,153.0
30540,219.0
30780,240.0
31025,245.0
31349,324.0
31613,264.0
32011,398.0
32165,154.0
32368,203.0
32565,197.0
32783,218.0
33033,250.0
33309,276.0
33554,245.0
33829,275.0
34104,275.0
34332,228.0
34572,240.0
34811,239.0
35036,225.0
35250,214.0
35451,201.0
35692,241.0
35888,196.0
36095,207.0
36308,213.0
36512,204.0
36715,203.0
36913,198.0
36949,36.0
37122,173.0
37291,169.0
37484,193.0
37738,254.0
37807,69.0
37989,182.0
38015,26.0
38058,43.0
38087,29.0
38220,133.0
38417,197.0
38642,225.0
38741,99.0
38937,196.0
39144,207.0
39371,227.0
39665,294.0
39861,196.0
40007,146.0
40246,239.0
40496,250.0
40666,170.0
41009,343.0
41250,241.0
41517,267.0
41652,135.0
41879,227.0
42120,241.0
42339,219.0
42510,171.0
42792,282.0
43034,242.0
43238,204.0
43457,219.0
43703,246.0
43887,184.0
44042,155.0
44174,132.0
44314,140.0
44437,123.0
44569,132.0
44697,128.0
44864,167.0
45026,162.0
45194,168.0
45379,185.0
45512,133.0
45682,170.0
45971,289.0
46143,172.0
46281,138.0
46359,78.0
46483,124.0
46657,174.0
46852,195.0
46992,140.0
47150,158.0
47333,183.0
47485,152.0
47749,264.0
47901,152.0
48022,121.0
48199,177.0
48442,243.0
48627,185.0
48849,222.0
49097,248.0
49372,275.0
49544,172.0
49660,116.0
49788,128.0
49927,139.0
